JAMB_Score,Study_Hours,Attendance_Rate,Teacher_Quality,Distance_To_School,Student_ID,Age,Gender,Assignments_Completed
152,25,90,1,13,705,22,2,3
130,19,86,2,12.5,706,18,2,2
301,34,86,4,1.4,707,22,2,4
192,20,87,4,9.8,708,15,2,1
201,38,78,3,14.6,709,17,2,4
145,4,83,2,15.2,710,15,1,1
116,16,84,2,11.9,711,20,1,1
233,25,100,3,8.1,712,17,2,3
187,28,73,2,7.4,713,22,1,3
169,12,89,2,9.4,714,16,2,1
206,6,100,1,13.9,715,22,1,1
195,23,93,3,11.9,716,16,1,3
127,18,89,4,6.7,717,21,1,2
193,35,91,3,15.6,718,21,2,4
121,4,93,1,12.9,719,15,1,1
195,32,75,3,6.7,720,22,1,3
167,40,71,2,5.6,721,22,1,2
116,11,81,2,11.6,722,17,2,2
116,3,60,3,12.7,723,15,1,3
164,15,95,3,16.9,724,15,1,1
217,23,99,5,6.8,725,18,1,2
163,24,79,4,3.4,726,17,1,3
175,14,81,3,0,727,18,1,1
198,36,85,3,7.8,728,17,1,5
175,10,85,2,10.2,729,22,1,2
260,11,91,2,13.8,730,21,2,1
178,30,90,4,19.6,731,19,1,1
174,,83,3,9.1,732,19,1,1
125,14,90,2,0,733,18,1,1
233,40,92,3,2.9,734,19,2,4
180,20,79,4,4.2,735,18,1,1
240,15,100,4,8,736,19,2,1
228,24,75,1,7.6,737,18,1,3
131,16,81,2,20,738,19,2,2
213,24,96,3,5.7,739,21,2,3
210,29,80,4,12.6,740,15,2,3
216,14,90,4,13.1,741,21,2,2
155,33,88,4,11.8,742,15,2,3
120,17,73,1,12.4,743,15,1,1
158,25,83,2,13.8,744,17,2,1
118,9,79,3,10.5,745,16,2,1
202,34,81,2,12.5,746,18,2,4
157,16,100,1,9.7,747,16,1,1
114,17,73,3,18.2,748,15,1,1
134,8,91,2,11.5,749,18,1,1
274,19,87,5,14.5,750,22,1,1
117,21,70,2,13.9,751,18,1,1
179,16,86,3,9.2,752,22,2,3
159,11,90,2,18.3,753,17,2,1
216,17,96,4,13.7,754,16,1,2
207,29,100,3,6.7,755,20,1,2
145,11,100,2,17.5,756,21,2,1
170,18,86,2,0.9,757,16,1,1
163,19,77,2,3.9,758,19,1,1
123,,85,1,13.1,759,18,1,1
102,,77,3,14.8,760,15,2,1
214,26,96,1,8.5,761,19,1,2
177,13,72,2,17.4,762,20,1,1
183,30,100,3,20,763,21,1,2
137,25,90,3,12.7,764,21,2,2
221,30,71,2,10.2,765,19,2,3
101,30,73,3,10.3,766,18,1,2
110,14,88,1,13.8,767,19,1,2
180,26,96,3,3.4,768,18,1,2
267,22,78,4,16.6,769,18,2,3
181,40,91,3,15.7,770,19,1,4
194,39,67,2,7.3,771,15,1,3
110,14,79,3,16.6,772,20,1,1
132,20,92,2,16.6,773,22,1,1
140,29,77,3,9.7,774,19,1,3
271,26,76,5,14.3,775,16,1,1
140,11,84,3,11,776,18,2,1
245,33,83,4,12.8,777,15,1,4
215,24,93,3,13.9,778,22,2,1
191,23,77,3,20,779,22,1,3
173,12,77,3,9.3,780,21,1,1
196,6,67,1,16.1,781,20,1,1
132,18,83,3,11.3,782,17,1,1
129,24,80,2,13.1,783,21,2,2
275,26,79,4,10,784,17,2,2
165,32,86,2,10.8,785,19,1,3
189,14,95,2,8.8,786,21,2,1
114,5,78,3,14.4,787,17,1,1
243,25,91,2,2.9,788,22,1,1
210,22,89,4,19,789,21,2,2
205,29,75,2,10.8,790,22,2,4
172,12,100,3,5.7,791,16,2,1
231,37,83,3,6.9,792,22,2,5
175,37,91,3,15,793,19,1,4
149,17,90,1,14.4,794,21,2,2
183,32,84,3,15,795,19,2,2
106,4,86,2,7.7,796,20,2,1
179,30,87,2,13.7,797,15,1,3
157,28,70,2,8.9,798,18,2,2
102,21,77,2,9.4,799,21,1,2
291,29,86,2,0,800,22,2,2
181,0,80,4,8.3,801,19,2,1
222,18,75,4,13.6,802,22,2,2
124,10,92,3,18,803,19,1,1
118,6,96,2,12,804,19,2,1
199,23,95,2,10.3,805,15,1,1
192,17,97,3,20,806,19,1,1
154,10,80,4,13.9,807,20,1,1
293,20,86,3,7.2,808,21,2,2
117,8,73,1,13.3,809,22,2,1
136,27,88,4,5.4,810,18,2,4
158,12,85,1,18.1,811,18,1,1
173,15,83,2,6.5,812,19,2,1
160,14,96,2,5.5,813,15,1,1
214,26,91,1,4.7,814,17,1,1
211,27,79,4,17.6,815,21,1,3
220,,81,4,7.9,816,21,2,1
160,28,90,2,13.6,817,22,1,4
136,29,92,3,17.6,818,21,1,1
119,5,86,4,12.7,819,19,1,1
149,9,100,2,14.9,820,21,1,1
195,17,100,2,5.1,821,20,2,2
197,15,90,5,7.1,822,19,1,2
165,21,76,3,16,823,16,1,2
135,0,69,2,14.1,824,21,1,1
141,7,79,4,12.3,825,20,1,1
157,32,90,3,10.5,826,15,2,2
111,6,98,2,5.5,827,18,1,2
117,26,85,2,7.1,828,15,2,1
114,18,92,3,10.4,829,15,1,1
225,7,85,1,10.8,830,19,1,1
193,27,91,2,18.8,831,16,1,1
243,24,96,4,2.6,832,19,1,2
101,9,61,2,13.1,833,15,1,1
204,24,82,4,1.7,834,19,2,1
240,29,97,4,8.3,835,21,1,3
246,32,91,3,0,836,20,1,2
188,31,74,2,6.7,837,21,1,3
169,23,61,2,17.4,838,15,1,1
188,8,82,5,13,839,21,1,1
165,15,83,4,10.9,840,18,2,1
104,40,72,2,15.2,841,19,2,5
139,23,83,2,12.3,842,21,1,1
135,38,87,2,17.4,843,19,1,5
146,30,89,3,10.3,844,18,2,1
209,25,64,2,8.4,845,19,1,2
213,26,74,3,14.7,846,15,2,2
192,21,83,4,0,847,17,1,2
193,5,91,1,9.5,848,19,1,1
204,22,91,3,13.8,849,18,2,2
242,36,93,4,17.6,850,18,2,4
156,13,80,2,9.9,851,17,1,1
219,27,84,4,10.8,852,15,1,3
136,24,75,2,6.4,853,16,2,2
175,11,92,3,10.7,854,15,2,1
143,13,74,2,16.4,855,20,2,1
178,11,93,2,1.4,856,19,2,1
160,11,85,2,7.9,857,18,2,1
263,15,89,4,10.3,858,18,1,1
236,17,82,4,8.5,859,15,1,1
128,29,69,2,8.1,860,15,1,2
134,8,76,1,17.7,861,22,2,1
158,19,80,3,9.4,862,19,2,1
150,13,60,3,12.5,863,15,1,1
291,40,90,3,6.1,864,21,2,4
187,33,94,4,13.6,865,17,2,5
197,29,91,1,12.8,866,17,1,1
128,19,77,1,2,867,16,1,1
194,19,86,2,3.5,868,18,1,1
242,14,83,4,20,869,19,2,1
143,35,84,1,4.4,870,22,1,3
122,8,96,1,10.9,871,19,2,1
294,36,100,4,12.3,872,15,1,3
249,35,94,3,14.3,873,18,1,5
207,17,82,3,14.5,874,16,2,3
100,23,87,3,14.3,875,16,2,1
128,23,65,2,16.2,876,16,1,1
104,29,78,2,17.7,877,20,1,1
146,13,88,3,15.6,878,21,2,1
154,6,90,1,8.5,879,18,2,1
142,12,89,1,10.1,880,20,2,2
181,22,88,2,7.1,881,16,2,3
107,15,78,3,11,882,20,2,1
175,16,89,3,16.7,883,20,1,1
224,6,78,4,6.9,884,17,2,1
132,20,74,1,15.6,885,15,1,1
130,34,82,3,7.2,886,16,2,4
152,22,85,3,16.2,887,17,2,2
189,26,68,1,13.3,888,21,2,1
165,24,88,3,11.9,889,17,1,4
169,23,91,2,6.6,890,19,1,3
132,25,81,5,9.5,891,22,2,1
147,21,100,1,10.2,892,20,1,1
176,17,78,4,0.3,893,15,2,2
174,12,81,2,19.4,894,21,2,3
103,11,76,1,16.1,895,19,2,1
169,22,83,2,15.6,896,22,2,2
112,12,77,2,19.7,897,21,1,1
182,23,71,4,13.6,898,22,1,2
100,17,74,4,7.3,899,18,2,1
206,30,85,4,12.7,900,17,2,2
264,39,100,2,10.7,901,20,1,4
170,20,100,4,18.8,902,22,2,2
118,3,93,3,14.7,903,21,2,1
188,18,78,2,12.2,904,19,1,1
195,22,79,2,6.5,905,15,2,1
143,0,81,2,18.9,906,22,1,1
260,39,100,3,11.4,907,17,2,3
177,21,83,2,4.4,908,22,2,2
145,21,70,1,12.6,909,16,1,3
184,33,80,3,20,910,15,1,3
147,12,90,3,3.7,911,16,1,1
127,21,88,2,6.7,912,18,2,3
275,27,89,4,4.5,913,16,2,2
204,20,93,2,18.6,914,16,2,1
136,9,60,2,2.7,915,18,2,1
235,40,89,3,13.3,916,22,1,4
147,14,91,2,12.9,917,18,1,2
145,24,75,2,13.9,918,16,1,2
142,,74,1,5.5,919,21,2,1
272,38,73,3,9.8,920,17,1,4
179,30,100,1,7.5,921,17,1,2
114,15,74,1,10.2,922,20,2,1
210,21,89,1,10.1,923,19,1,2
167,23,90,1,14.9,924,19,1,1
185,40,99,2,0.6,925,18,1,4
213,7,85,2,17,926,21,1,1
151,25,78,3,8.1,927,15,2,2
128,7,83,2,8.6,928,21,1,1
134,16,94,1,4.5,929,16,1,1
135,14,80,2,3.3,930,22,2,1
101,10,71,2,11.5,931,18,2,1
203,22,72,2,7,932,22,1,2
193,11,74,3,0.8,933,18,1,1
230,34,96,3,9.7,934,22,1,2
138,,79,3,15.8,935,18,2,1
170,24,78,1,12,936,22,2,4
141,14,75,2,17,937,17,1,1
235,14,89,4,7.4,938,15,2,2
106,16,78,3,5.3,939,17,1,1
143,3,80,3,10.9,940,21,1,1
291,30,100,4,17,941,19,2,2
212,10,100,4,4.4,942,21,1,1
120,19,66,4,19.7,943,18,1,3
108,6,83,2,18.6,944,17,1,1
114,11,73,1,11.5,945,18,1,1
141,19,80,2,9.1,946,15,1,1
179,13,88,5,7.8,947,21,2,1
190,20,83,1,10.2,948,16,1,2
149,4,85,2,1.3,949,17,2,1
199,27,92,1,9.4,950,15,1,2
173,35,87,3,4.7,951,16,1,3
118,40,75,1,6.6,952,18,1,5
196,22,80,3,16.4,953,20,1,2
168,26,70,1,10.9,954,22,2,1
234,8,80,3,0,955,15,2,2
132,30,100,3,13,956,22,2,3
216,30,79,2,13,957,19,2,2
236,20,77,3,8.4,958,21,1,2
191,32,88,2,12.2,959,20,2,1
210,20,85,3,13.7,960,16,1,1
213,19,85,3,12,961,16,2,2
156,22,97,3,2.9,962,18,2,3
101,4,85,3,11.5,963,19,1,1
206,31,81,2,16.4,964,17,1,2
166,9,80,2,17.8,965,15,2,1
138,7,77,3,0,966,20,2,1
174,11,93,1,11.1,967,22,2,1
159,25,80,1,7.9,968,21,1,2
167,13,67,3,14,969,21,2,1
141,5,82,3,8.7,970,18,1,1
135,11,67,2,2.9,971,19,2,2
232,24,100,2,12.7,972,22,2,1
172,9,75,2,7.7,973,16,1,2
169,9,82,2,17.2,974,16,1,1
167,38,86,3,0,975,20,1,4
159,11,81,1,8.8,976,21,1,1
204,19,83,2,11.8,977,16,2,2
231,21,92,2,10.9,978,19,1,4
171,16,99,1,12.6,979,21,1,1
143,23,90,3,12.7,980,19,2,2
102,22,94,2,20,981,17,1,1
201,19,76,3,10.2,982,15,2,1
101,2,83,1,11.5,983,16,2,1
134,28,83,2,7.9,984,17,2,2
129,15,85,3,13.1,985,19,2,1
121,31,94,5,14.5,986,17,1,4
135,,80,1,10.4,987,21,1,1
192,23,82,2,18,988,16,1,1
154,35,88,3,9.5,989,21,1,4
161,15,67,2,19.6,990,22,2,1
154,16,81,3,4.5,991,15,2,2
116,17,79,1,7.1,992,22,2,1
107,9,71,2,15.4,993,17,1,1
115,12,91,2,7.2,994,19,2,2
122,12,71,3,10,995,18,2,1
104,8,79,1,15.9,996,22,2,1
164,30,86,2,20,997,20,2,1
120,19,94,3,9,998,18,1,1
221,26,87,2,13.5,999,17,1,2
238,,97,3,3.7,1000,19,1,2
115,12,87,1,10.6,1001,17,1,1
197,14,87,2,13.3,1002,22,1,1
235,19,78,3,0.1,1003,17,2,1
165,19,70,1,7.1,1004,18,2,2
101,4,81,2,20,1005,20,1,1
172,15,79,3,12.5,1006,21,1,3
166,14,93,2,17.1,1007,17,2,1
122,35,88,3,14.6,1008,20,2,2
181,0,83,3,10.7,1009,21,1,1
134,15,71,3,8.6,1010,18,2,1
114,30,85,3,9.3,1011,20,2,2
111,15,71,2,5.2,1012,21,1,1
141,24,75,4,7.1,1013,22,1,1
144,18,73,3,7.4,1014,22,2,1
187,15,84,2,8.8,1015,19,1,4
177,0,96,4,3.4,1016,19,1,1
179,22,85,3,11.5,1017,19,2,3
213,16,83,2,11,1018,20,1,1
220,16,73,3,19.2,1019,18,1,1
276,24,96,4,3.5,1020,16,2,3
181,36,77,3,10.3,1021,20,1,2
181,40,86,4,0,1022,16,1,3
124,17,78,3,12.6,1023,16,1,1
153,14,91,3,9.8,1024,16,2,2
194,11,84,2,7,1025,21,1,2
179,24,84,2,15.6,1026,19,2,1
151,34,87,2,8.4,1027,16,1,3
140,15,100,3,10.2,1028,21,1,1
112,0,89,3,12.2,1029,17,1,1
107,20,79,2,4.7,1030,18,2,1
167,28,84,3,14.7,1031,16,1,3
203,8,81,3,8.3,1032,19,2,1
211,24,78,2,2.1,1033,22,1,2
195,25,80,4,13.4,1034,16,2,1
130,15,74,1,12,1035,18,2,1
117,8,87,4,0,1036,15,2,1
205,31,76,3,7.2,1037,15,1,1
342,30,100,4,10.8,1038,20,1,4
159,5,90,3,6,1039,19,1,1
130,0,82,3,13.4,1040,19,1,1
218,35,87,3,17.5,1041,19,2,4
224,29,82,4,2.4,1042,16,2,2
210,23,89,2,15.2,1043,22,1,1
130,12,92,3,0,1044,22,1,1
172,15,77,1,12.5,1045,18,1,1
108,4,66,2,0,1046,22,1,1
208,18,93,3,16.6,1047,18,2,2
106,0,83,3,5.5,1048,22,2,1
196,15,75,3,7.2,1049,18,2,1
139,14,75,2,6.1,1050,15,1,1
151,23,75,3,5.3,1051,18,1,2
235,24,81,2,11.9,1052,19,1,1
149,25,80,4,16.9,1053,21,2,3
234,37,86,3,9.6,1054,16,1,3
191,31,79,1,8.7,1055,15,1,3
170,24,77,1,12.4,1056,20,1,2
185,21,83,3,8.4,1057,16,2,2
154,9,85,2,8.5,1058,17,2,2
190,28,82,4,14.5,1059,22,1,2
178,35,96,2,7.9,1060,21,2,3
186,24,90,3,11.2,1061,19,2,3
238,40,73,2,12.9,1062,15,2,4
112,1,85,2,6.6,1063,19,1,1
299,19,98,5,12.6,1064,16,2,4
152,25,79,1,12.6,1065,22,1,2
144,19,68,3,9.9,1066,18,1,2
266,39,90,3,2,1067,22,2,5
210,22,86,3,8.6,1068,21,2,1
151,10,72,3,7.5,1069,17,2,2
225,22,74,2,11,1070,19,2,2
233,11,87,4,9.8,1071,22,1,2
181,10,83,4,10.2,1072,22,2,1
192,30,81,3,8.3,1073,17,2,3
137,24,81,5,11.9,1074,16,2,1
141,20,72,2,3.5,1075,22,1,1
163,3,79,3,12,1076,19,1,1
108,11,85,3,19.4,1077,18,1,1
101,2,76,2,0,1078,17,2,1
128,26,66,1,12.2,1079,22,2,3
249,21,85,1,2.5,1080,15,1,2
289,19,81,5,1.6,1081,20,1,2
174,20,87,2,5.2,1082,16,2,3
107,8,83,2,11.7,1083,19,2,1
171,33,68,1,8.6,1084,15,2,4
216,16,94,4,16,1085,18,1,2
223,11,77,2,0,1086,18,2,1
168,0,99,2,14.4,1087,17,1,1
164,18,83,3,11.4,1088,16,2,1
107,9,68,1,10.2,1089,20,2,1
272,15,80,3,9.5,1090,19,2,1
150,28,86,4,13.6,1091,21,2,2
223,30,84,3,2.3,1092,22,1,4
269,27,89,3,4.1,1093,15,2,3
157,31,99,3,8.5,1094,19,2,2
199,28,79,2,11.8,1095,15,1,3
114,7,81,4,5.2,1096,16,1,1
127,6,95,1,12.9,1097,18,1,1
157,26,86,3,2.1,1098,18,1,2
229,28,73,3,8.8,1099,19,1,3
107,16,85,3,4.4,1100,19,2,1
237,17,77,4,9.9,1101,17,2,1
247,31,100,3,8.8,1102,22,2,3
194,14,78,3,3.5,1103,15,2,1
124,14,100,2,0,1104,17,2,1
178,33,98,1,2,1105,15,1,3
248,20,81,1,4.7,1106,16,2,1
203,8,86,2,6.7,1107,19,2,1
140,7,89,2,12.9,1108,20,2,1
161,28,91,1,8.6,1109,22,2,3
109,16,84,3,15.4,1110,15,2,1
111,13,92,2,8.7,1111,22,1,1
101,9,79,2,8.5,1112,18,2,1
152,22,79,1,20,1113,22,1,1
115,7,77,2,10.4,1114,16,2,1
197,24,94,1,7.6,1115,22,2,1
214,16,90,3,10,1116,18,2,1
217,15,90,3,7.7,1117,16,2,1
224,18,95,3,16.3,1118,15,2,1
177,16,65,1,13.9,1119,18,1,2
188,20,88,3,4.5,1120,21,2,2
229,26,90,2,9.4,1121,20,2,2
143,0,98,2,8.6,1122,20,2,1
245,18,74,4,12,1123,15,2,2
270,24,100,5,8.9,1124,17,2,4
231,38,89,3,20,1125,16,1,3
138,7,87,1,6,1126,19,2,1
146,19,98,2,1,1127,18,1,2
212,36,92,4,15,1128,22,1,1
207,10,90,3,14.4,1129,20,2,1
106,17,82,5,8.5,1130,15,2,4
231,17,83,2,1.8,1131,18,1,1
221,19,87,3,9.5,1132,22,1,3
188,13,78,4,16.1,1133,15,2,1
128,9,81,4,11.5,1134,22,1,3
101,38,58,1,16,1135,22,1,3
214,31,91,3,13,1136,17,1,2
249,36,88,4,10.7,1137,19,2,2
222,28,84,5,14.2,1138,18,2,2
176,5,86,3,13.9,1139,21,1,1
136,20,68,2,10,1140,18,2,1
155,28,100,1,9.1,1141,15,2,3
118,7,80,4,17.9,1142,15,2,1
229,33,86,4,7.4,1143,18,2,1
124,22,72,1,12.5,1144,20,2,3
107,31,80,2,7,1145,17,2,1
115,11,94,2,6.6,1146,18,1,1
104,4,90,3,13.5,1147,16,2,1
103,10,88,1,7.6,1148,21,1,1
231,37,93,2,13.7,1149,21,1,2
197,5,82,1,3,1150,20,1,1
209,4,73,4,13.7,1151,21,1,1
145,18,81,2,8.5,1152,21,1,2
126,12,79,3,11.5,1153,22,1,1
112,14,90,3,15.9,1154,16,2,1
135,25,85,2,5.8,1155,18,1,3
275,23,100,3,12,1156,22,1,2
111,0,92,2,19.4,1157,17,1,2
113,33,76,2,20,1158,20,2,3
152,9,66,4,14.7,1159,15,2,1
174,10,97,3,3,1160,20,1,2
194,31,98,2,3.3,1161,21,1,3
155,15,70,3,13.9,1162,15,2,2
157,18,98,4,12.1,1163,18,2,1
103,18,83,1,13.1,1164,19,2,1
123,25,83,4,17.4,1165,15,2,1
225,21,100,3,14.3,1166,16,2,2
184,34,98,3,4.9,1167,22,2,2
320,12,100,4,5.8,1168,16,1,1
295,37,96,3,7.3,1169,19,1,2
156,10,89,3,17,1170,21,1,1
116,27,77,2,10.1,1171,21,1,1
103,15,79,1,20,1172,19,1,1
102,7,71,1,6.5,1173,21,2,1
215,29,84,3,8.2,1174,21,1,2
203,30,83,2,16.6,1175,16,2,2
223,29,81,4,1.2,1176,18,1,1
181,11,86,4,19.1,1177,21,1,1
159,14,80,4,7.4,1178,18,1,2
148,17,87,2,7.4,1179,18,1,2
182,20,69,3,16.2,1180,16,2,1
244,32,88,2,9.4,1181,19,1,2
157,0,84,3,18.5,1182,21,1,1
130,19,79,3,20,1183,17,1,1
118,12,79,3,16.1,1184,16,2,2
199,14,71,4,12.9,1185,16,2,1
248,19,92,2,5.9,1186,15,2,2
117,13,87,2,10.3,1187,18,1,1
191,0,90,3,9.3,1188,15,2,1
174,13,94,2,15.2,1189,21,1,1
144,9,84,2,13,1190,20,1,1
205,27,91,3,14.4,1191,20,1,2
146,10,84,2,16.6,1192,22,2,1
205,20,93,4,12.7,1193,21,2,3
174,34,69,1,9.6,1194,16,1,4
189,30,77,4,12.8,1195,20,2,3
160,27,98,3,11.8,1196,16,1,2
102,9,56,1,7.2,1197,16,1,1
298,35,91,2,11.2,1198,17,2,3
169,17,95,1,16.9,1199,22,1,2
150,16,82,2,7.4,1200,15,1,1
141,21,78,3,9,1201,19,1,1
125,10,82,2,8.8,1202,18,1,1
192,35,82,4,6.6,1203,18,2,3
183,19,85,2,7.6,1204,17,1,3
173,25,78,3,9.9,1205,15,1,1
199,35,96,2,0,1206,18,2,3
203,31,100,2,16.2,1207,16,2,3
238,12,87,3,12.3,1208,21,2,1
100,17,67,1,5.8,1209,22,2,2
199,29,81,1,9,1210,15,1,1
153,26,81,2,6.3,1211,20,2,2
243,15,93,3,8.4,1212,18,2,1
230,18,78,4,2.4,1213,15,1,2
188,30,78,3,15,1214,17,1,3
129,9,86,3,3.6,1215,19,2,1
241,22,97,4,3.3,1216,19,1,3
227,38,82,3,15.6,1217,15,1,3
227,24,75,2,6.2,1218,17,2,1
109,8,100,2,10.9,1219,18,1,1
230,16,95,3,12.5,1220,22,2,1
176,23,82,4,19.6,1221,16,1,1
208,10,95,3,14.8,1222,22,2,1
155,16,82,4,6.6,1223,21,2,1
267,30,98,2,4.8,1224,15,1,3
156,30,85,2,11.3,1225,21,1,4
149,24,84,3,6.1,1226,15,2,3
106,7,79,3,5.9,1227,18,1,1
214,34,73,3,8.8,1228,16,1,4
260,24,100,3,12.8,1229,16,1,3
114,3,72,3,8.4,1230,18,1,2
120,14,68,1,8.1,1231,15,2,1
243,38,87,4,5.8,1232,22,1,4
113,16,71,1,6.2,1233,21,1,1
157,18,83,1,17.1,1234,22,1,2
168,34,90,2,12.7,1235,18,2,2
189,8,95,4,19.5,1236,19,1,1
248,14,97,4,5.4,1237,22,2,3
188,6,82,3,10.9,1238,21,1,1
111,18,81,2,8.5,1239,18,1,1
140,18,86,2,17.9,1240,17,2,1
253,40,73,2,2,1241,22,1,4
170,21,89,1,16.1,1242,15,1,2
132,12,68,2,6.5,1243,20,2,1
160,18,100,4,9.5,1244,20,1,1
227,25,84,3,10.4,1245,17,1,3
140,2,80,3,11.7,1246,22,1,1
148,40,75,4,13.5,1247,15,2,4
169,24,78,3,3.4,1248,22,1,3
233,26,100,3,9.3,1249,15,2,2
184,26,94,2,16.4,1250,19,1,2
221,30,73,5,11.4,1251,18,1,1
165,18,98,3,9.4,1252,22,2,3
215,17,98,2,5,1253,20,2,1
138,22,79,1,13.5,1254,18,1,1
187,24,88,4,12.6,1255,20,2,2
137,9,82,1,10.3,1256,21,2,1
109,27,99,4,6.2,1257,20,2,3
162,21,76,1,17.1,1258,20,1,1
131,23,83,4,7.9,1259,19,2,1
219,36,83,3,11.9,1260,19,1,2
167,19,70,3,11.7,1261,16,1,3
185,23,100,2,0,1262,17,2,1
289,36,80,5,9.8,1263,15,1,4
185,14,87,3,6,1264,21,2,2
213,23,70,2,5.9,1265,16,2,2
240,26,85,1,15.3,1266,18,2,1
127,7,85,2,19.9,1267,16,1,1
162,40,76,2,5.9,1268,18,2,5
102,1,85,1,16.3,1269,19,1,1
196,10,83,3,18.3,1270,15,2,1
198,33,97,2,4.5,1271,15,1,3
222,30,100,3,14.7,1272,15,2,3
149,8,77,3,14.2,1273,20,2,1
204,28,87,4,0,1274,20,2,3
111,28,82,3,19.2,1275,19,2,2
123,15,87,1,17,1276,21,2,1
140,40,82,3,12.7,1277,18,2,3
184,5,87,3,11.1,1278,19,2,1
108,20,78,1,15.3,1279,15,1,2
147,28,84,3,16.2,1280,15,2,4
181,28,97,4,2.2,1281,21,2,2
219,21,93,3,8.2,1282,15,2,2
101,11,86,1,7.8,1283,18,2,1
102,18,87,2,11.5,1284,18,2,2
126,23,80,1,9,1285,16,2,2
239,30,91,4,4.5,1286,21,2,3
191,30,75,3,14.9,1287,16,2,3
207,13,98,3,8.3,1288,21,1,1
147,15,56,2,6.7,1289,17,2,1
203,13,85,2,1.8,1290,18,1,2
118,11,92,2,0.6,1291,19,1,1
111,24,67,1,10.3,1292,18,1,1
115,16,84,1,4.8,1293,16,1,1
120,39,74,3,20,1294,21,2,4
133,18,78,2,2.5,1295,20,2,3
237,25,97,3,13,1296,22,2,2
158,19,85,3,11.4,1297,21,1,1
226,18,68,3,7.2,1298,15,1,1
102,13,71,1,11.5,1299,21,1,1
124,26,90,1,9.5,1300,16,2,1
125,17,85,2,2.4,1301,16,2,1
204,15,100,3,11.6,1302,20,1,1
191,13,100,2,15.4,1303,16,2,1
149,13,79,2,1,1304,17,1,1
243,26,100,5,6.5,1305,17,2,4
165,30,84,1,0.3,1306,22,1,2
172,7,75,2,5.6,1307,22,1,1
197,19,80,4,16.5,1308,17,2,2
175,21,63,2,6.7,1309,22,1,1
189,4,100,2,14.9,1310,21,1,1
227,16,100,4,9.4,1311,19,1,1
161,12,74,2,10.5,1312,17,2,1
134,9,80,2,18.7,1313,22,1,1
240,27,89,3,13.4,1314,19,1,3
181,19,76,2,0,1315,18,2,1
156,13,67,1,9,1316,21,2,3
121,19,79,2,11.5,1317,18,2,1
110,30,77,1,1.4,1318,17,2,2
190,36,82,3,11.8,1319,18,2,3
183,3,87,3,10.4,1320,18,2,1
133,21,95,3,5.4,1321,21,2,1
139,15,79,3,12.4,1322,15,2,2
346,35,97,3,11.9,1323,17,1,4
208,19,93,3,20,1324,21,1,2
100,14,85,2,15.6,1325,17,1,1
186,22,79,3,14.7,1326,16,1,1
202,17,87,2,8.9,1327,16,2,1
124,7,86,1,13.6,1328,18,2,2
214,19,76,3,0,1329,16,1,1
234,27,100,1,14.7,1330,15,1,1
152,23,96,2,3.1,1331,17,1,3
113,22,74,1,9.5,1332,15,2,1
116,10,82,1,6.5,1333,17,2,1
198,24,92,2,5.9,1334,19,2,2
214,32,82,4,20,1335,20,1,3
232,35,92,4,9.4,1336,17,1,3
190,20,87,2,11.2,1337,20,2,2
190,19,71,3,15.6,1338,20,2,1
145,19,87,3,7.9,1339,21,1,1
199,11,75,2,0.9,1340,15,1,1
161,17,92,1,20,1341,18,2,1
129,23,75,2,13.2,1342,16,2,3
183,26,83,2,16.3,1343,16,2,2
289,27,100,2,8.4,1344,21,2,2
125,17,86,3,12.2,1345,21,2,3
121,8,71,2,13.7,1346,15,2,1
182,27,75,3,6.4,1347,16,2,1
102,13,74,2,2.4,1348,18,2,1
172,17,88,3,0,1349,16,2,1
144,14,86,2,14.1,1350,19,1,2
162,18,76,3,19.4,1351,22,2,1
118,11,70,2,7.7,1352,17,2,1
113,20,83,2,2.4,1353,21,1,3
235,21,86,4,5.2,1354,21,2,1
229,39,100,1,1.2,1355,19,2,4
282,40,91,4,10,1356,17,1,4
188,13,100,2,13,1357,22,2,1
152,18,72,2,9.6,1358,21,2,1
158,12,68,3,11.8,1359,19,2,1
140,14,72,1,7,1360,16,1,1
203,40,97,2,4.7,1361,16,2,4
101,11,96,1,5.4,1362,18,2,1
185,24,78,2,7.3,1363,19,2,3
154,23,79,2,8.9,1364,21,2,2
161,9,72,4,6.1,1365,17,2,1
129,8,64,4,20,1366,20,2,1
110,3,87,1,9.6,1367,17,1,1
149,9,85,3,10,1368,16,1,1
120,0,81,3,9.5,1369,16,1,1
219,28,74,3,9.9,1370,21,2,3
243,40,100,2,7,1371,16,1,3
208,24,82,2,12.6,1372,20,2,1
167,6,89,2,4.3,1373,19,1,1
197,16,72,2,7.3,1374,17,1,1
164,15,82,1,9.3,1375,19,1,1
272,18,93,3,12.5,1376,21,2,1
175,27,87,1,5.8,1377,17,2,1
145,25,84,2,9.2,1378,17,1,3
118,4,85,1,14.5,1379,21,1,1
192,28,75,3,10.1,1380,22,1,3
220,37,89,2,6.3,1381,18,2,4
119,32,82,2,7.8,1382,16,1,4
150,40,85,3,7.8,1383,19,2,3
206,14,87,4,9.2,1384,19,1,1
203,40,74,1,4.4,1385,16,2,3
144,14,70,2,4,1386,19,2,1
165,13,63,2,6.3,1387,18,1,1
226,27,95,3,12.4,1388,19,2,3
100,8,88,1,16.2,1389,21,2,1
237,28,96,2,12.1,1390,21,1,3
224,12,90,3,0,1391,21,2,1
360,33,76,4,6.5,1392,17,1,4
