JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,Age,Assignments_Completed
224,6,78,4,6.9,17,1
132,20,74,1,15.6,15,1
130,34,82,3,7.2,16,4
152,22,85,3,16.2,17,2
189,26,68,1,13.3,21,1
165,24,88,3,11.9,17,4
169,23,91,2,6.6,19,3
132,25,81,5,9.5,22,1
147,21,100,1,10.2,20,1
176,17,78,4,0.3,15,2
174,12,81,2,19.4,21,3
103,11,76,1,16.1,19,1
169,22,83,2,15.6,22,2
112,12,77,2,19.7,21,1
182,23,71,4,13.6,22,2
100,17,74,4,7.3,18,1
206,30,85,4,12.7,17,2
264,39,100,2,10.7,20,4
170,20,100,4,18.8,22,2
118,3,93,3,14.7,21,1
188,18,78,2,12.2,19,1
195,22,79,2,6.5,15,1
143,0,81,2,18.9,22,1
260,39,100,3,11.4,17,3
177,21,83,2,4.4,22,2
145,21,70,1,12.6,16,3
184,33,80,3,20,15,3
147,12,90,3,3.7,16,1
127,21,88,2,6.7,18,3
275,27,89,4,4.5,16,2
204,20,93,2,18.6,16,1
136,9,60,2,2.7,18,1
235,40,89,3,13.3,22,4
147,14,91,2,12.9,18,2
145,24,75,2,13.9,16,2
142,0,74,1,5.5,21,1
272,38,73,3,9.8,17,4
179,30,100,1,7.5,17,2
114,15,74,1,10.2,20,1
210,21,89,1,10.1,19,2
167,23,90,1,14.9,19,1
185,40,99,2,0.6,18,4
213,7,85,2,17,21,1
151,25,78,3,8.1,15,2
128,7,83,2,8.6,21,1
134,16,94,1,4.5,16,1
135,14,80,2,3.3,22,1
101,10,71,2,11.5,18,1
203,22,72,2,7,22,2
193,11,74,3,0.8,18,1
230,34,96,3,9.7,22,2
138,0,79,3,15.8,18,1
170,24,78,1,12,22,4
141,14,75,2,17,17,1
235,14,89,4,7.4,15,2
106,16,78,3,5.3,17,1
143,3,80,3,10.9,21,1
291,30,100,4,17,19,2
212,10,100,4,4.4,21,1
120,19,66,4,19.7,18,3
108,6,83,2,18.6,17,1
114,11,73,1,11.5,18,1
141,19,80,2,9.1,15,1
179,13,88,5,7.8,21,1
190,20,83,1,10.2,16,2
149,4,85,2,1.3,17,1
199,27,92,1,9.4,15,2
173,35,87,3,4.7,16,3
118,40,75,1,6.6,18,5
196,22,80,3,16.4,20,2
168,26,70,1,10.9,22,1
234,8,80,3,0,15,2
132,30,100,3,13,22,3
216,30,79,2,13,19,2
236,20,77,3,8.4,21,2
191,32,88,2,12.2,20,1
210,20,85,3,13.7,16,1
213,19,85,3,12,16,2
156,22,97,3,2.9,18,3
101,4,85,3,11.5,19,1
206,31,81,2,16.4,17,2
166,9,80,2,17.8,15,1
138,7,77,3,0,20,1
174,11,93,1,11.1,22,1
159,25,80,1,7.9,21,2
167,13,67,3,14,21,1
141,5,82,3,8.7,18,1
135,11,67,2,2.9,19,2
232,24,100,2,12.7,22,1
172,9,75,2,7.7,16,2
169,9,82,2,17.2,16,1
167,38,86,3,0,20,4
159,11,81,1,8.8,21,1
204,19,83,2,11.8,16,2
231,21,92,2,10.9,19,4
171,16,99,1,12.6,21,1
143,23,90,3,12.7,19,2
102,22,94,2,20,17,1
201,19,76,3,10.2,15,1
101,2,83,1,11.5,16,1
134,28,83,2,7.9,17,2
129,15,85,3,13.1,19,1
121,31,94,5,14.5,17,4
135,0,80,1,10.4,21,1
192,23,82,2,18,16,1
154,35,88,3,9.5,21,4
161,15,67,2,19.6,22,1
154,16,81,3,4.5,15,2
116,17,79,1,7.1,22,1
107,9,71,2,15.4,17,1
115,12,91,2,7.2,19,2
122,12,71,3,10,18,1
104,8,79,1,15.9,22,1
164,30,86,2,20,20,1
120,19,94,3,9,18,1
221,26,87,2,13.5,17,2
238,32,97,3,3.7,19,2
115,12,87,1,10.6,17,1
197,14,87,2,13.3,22,1
235,19,78,3,0.1,17,1
165,19,70,1,7.1,18,2
101,4,81,2,20,20,1
172,15,79,3,12.5,21,3
166,14,93,2,17.1,17,1
122,35,88,3,14.6,20,2
181,0,83,3,10.7,21,1
134,15,71,3,8.6,18,1
114,30,85,3,9.3,20,2
111,15,71,2,5.2,21,1
141,24,75,4,7.1,22,1
144,18,73,3,7.4,22,1
187,15,84,2,8.8,19,4
177,0,96,4,3.4,19,1
179,22,85,3,11.5,19,3
213,16,83,2,11,20,1
220,16,73,3,19.2,18,1
276,24,96,4,3.5,16,3
181,36,77,3,10.3,20,2
181,40,86,4,0,16,3
124,17,78,3,12.6,16,1
153,14,91,3,9.8,16,2
194,11,84,2,7,21,2
179,24,84,2,15.6,19,1
151,34,87,2,8.4,16,3
140,15,100,3,10.2,21,1
112,0,89,3,12.2,17,1
107,20,79,2,4.7,18,1
167,28,84,3,14.7,16,3
203,8,81,3,8.3,19,1
211,24,78,2,2.1,22,2
195,25,80,4,13.4,16,1
130,15,74,1,12,18,1
117,8,87,4,0,15,1
205,31,76,3,7.2,15,1
342,30,100,4,10.8,20,4
159,5,90,3,6,19,1
130,0,82,3,13.4,19,1
218,35,87,3,17.5,19,4
224,29,82,4,2.4,16,2
210,23,89,2,15.2,22,1
130,12,92,3,0,22,1
172,15,77,1,12.5,18,1
108,4,66,2,0,22,1
208,18,93,3,16.6,18,2
106,0,83,3,5.5,22,1
196,15,75,3,7.2,18,1
139,14,75,2,6.1,15,1
151,23,75,3,5.3,18,2
235,24,81,2,11.9,19,1
149,25,80,4,16.9,21,3
234,37,86,3,9.6,16,3
191,31,79,1,8.7,15,3
170,24,77,1,12.4,20,2
185,21,83,3,8.4,16,2
154,9,85,2,8.5,17,2
190,28,82,4,14.5,22,2
178,35,96,2,7.9,21,3
186,24,90,3,11.2,19,3
238,40,73,2,12.9,15,4
112,1,85,2,6.6,19,1
299,19,98,5,12.6,16,4
152,25,79,1,12.6,22,2
144,19,68,3,9.9,18,2
266,39,90,3,2,22,5
210,22,86,3,8.6,21,1
151,10,72,3,7.5,17,2
225,22,74,2,11,19,2
233,11,87,4,9.8,22,2
181,10,83,4,10.2,22,1
192,30,81,3,8.3,17,3
137,24,81,5,11.9,16,1
141,20,72,2,3.5,22,1
163,3,79,3,12,19,1
108,11,85,3,19.4,18,1
101,2,76,2,0,17,1
128,26,66,1,12.2,22,3
249,21,85,1,2.5,15,2
289,19,81,5,1.6,20,2
174,20,87,2,5.2,16,3
107,8,83,2,11.7,19,1
171,33,68,1,8.6,15,4
216,16,94,4,16,18,2
223,11,77,2,0,18,1
168,0,99,2,14.4,17,1
164,18,83,3,11.4,16,1
107,9,68,1,10.2,20,1
272,15,80,3,9.5,19,1
150,28,86,4,13.6,21,2
223,30,84,3,2.3,22,4
269,27,89,3,4.1,15,3
157,31,99,3,8.5,19,2
199,28,79,2,11.8,15,3
114,7,81,4,5.2,16,1
127,6,95,1,12.9,18,1
157,26,86,3,2.1,18,2
229,28,73,3,8.8,19,3
107,16,85,3,4.4,19,1
237,17,77,4,9.9,17,1
247,31,100,3,8.8,22,3
194,14,78,3,3.5,15,1
124,14,100,2,0,17,1
178,33,98,1,2,15,3
248,20,81,1,4.7,16,1
203,8,86,2,6.7,19,1
140,7,89,2,12.9,20,1
161,28,91,1,8.6,22,3
109,16,84,3,15.4,15,1
111,13,92,2,8.7,22,1
101,9,79,2,8.5,18,1
152,22,79,1,20,22,1
115,7,77,2,10.4,16,1
197,24,94,1,7.6,22,1
214,16,90,3,10,18,1
217,15,90,3,7.7,16,1
224,18,95,3,16.3,15,1
177,16,65,1,13.9,18,2
188,20,88,3,4.5,21,2
229,26,90,2,9.4,20,2
143,0,98,2,8.6,20,1
245,18,74,4,12,15,2
270,24,100,5,8.9,17,4
231,38,89,3,20,16,3
138,7,87,1,6,19,1
146,19,98,2,1,18,2
212,36,92,4,15,22,1
207,10,90,3,14.4,20,1
106,17,82,5,8.5,15,4
231,17,83,2,1.8,18,1
221,19,87,3,9.5,22,3
188,13,78,4,16.1,15,1
128,9,81,4,11.5,22,3
101,38,58,1,16,22,3
214,31,91,3,13,17,2
249,36,88,4,10.7,19,2
222,28,84,5,14.2,18,2
176,5,86,3,13.9,21,1
136,20,68,2,10,18,1
155,28,100,1,9.1,15,3
118,7,80,4,17.9,15,1
229,33,86,4,7.4,18,1
124,22,72,1,12.5,20,3
107,31,80,2,7,17,1
115,11,94,2,6.6,18,1
104,4,90,3,13.5,16,1
103,10,88,1,7.6,21,1
231,37,93,2,13.7,21,2
197,5,82,1,3,20,1
209,4,73,4,13.7,21,1
145,18,81,2,8.5,21,2
126,12,79,3,11.5,22,1
112,14,90,3,15.9,16,1
135,25,85,2,5.8,18,3
275,23,100,3,12,22,2
111,0,92,2,19.4,17,2
113,33,76,2,20,20,3
152,9,66,4,14.7,15,1
174,10,97,3,3,20,2
194,31,98,2,3.3,21,3
155,15,70,3,13.9,15,2
157,18,98,4,12.1,18,1
103,18,83,1,13.1,19,1
123,25,83,4,17.4,15,1
225,21,100,3,14.3,16,2
184,34,98,3,4.9,22,2
320,12,100,4,5.8,16,1
295,37,96,3,7.3,19,2
156,10,89,3,17,21,1
116,27,77,2,10.1,21,1
103,15,79,1,20,19,1
102,7,71,1,6.5,21,1
215,29,84,3,8.2,21,2
203,30,83,2,16.6,16,2
223,29,81,4,1.2,18,1
181,11,86,4,19.1,21,1
159,14,80,4,7.4,18,2
148,17,87,2,7.4,18,2
182,20,69,3,16.2,16,1
244,32,88,2,9.4,19,2
157,0,84,3,18.5,21,1
130,19,79,3,20,17,1
118,12,79,3,16.1,16,2
199,14,71,4,12.9,16,1
248,19,92,2,5.9,15,2
117,13,87,2,10.3,18,1
191,0,90,3,9.3,15,1
174,13,94,2,15.2,21,1
144,9,84,2,13,20,1
205,27,91,3,14.4,20,2
146,10,84,2,16.6,22,1
205,20,93,4,12.7,21,3
174,34,69,1,9.6,16,4
189,30,77,4,12.8,20,3
160,27,98,3,11.8,16,2
102,9,56,1,7.2,16,1
298,35,91,2,11.2,17,3
169,17,95,1,16.9,22,2
150,16,82,2,7.4,15,1
141,21,78,3,9,19,1
125,10,82,2,8.8,18,1
192,35,82,4,6.6,18,3
183,19,85,2,7.6,17,3
173,25,78,3,9.9,15,1
199,35,96,2,0,18,3
203,31,100,2,16.2,16,3
238,12,87,3,12.3,21,1
100,17,67,1,5.8,22,2
199,29,81,1,9,15,1
153,26,81,2,6.3,20,2
243,15,93,3,8.4,18,1
230,18,78,4,2.4,15,2
188,30,78,3,15,17,3
129,9,86,3,3.6,19,1
241,22,97,4,3.3,19,3
227,38,82,3,15.6,15,3
227,24,75,2,6.2,17,1
109,8,100,2,10.9,18,1
230,16,95,3,12.5,22,1
176,23,82,4,19.6,16,1
208,10,95,3,14.8,22,1
155,16,82,4,6.6,21,1
267,30,98,2,4.8,15,3
156,30,85,2,11.3,21,4
149,24,84,3,6.1,15,3
106,7,79,3,5.9,18,1
214,34,73,3,8.8,16,4
260,24,100,3,12.8,16,3
114,3,72,3,8.4,18,2
120,14,68,1,8.1,15,1
243,38,87,4,5.8,22,4
113,16,71,1,6.2,21,1
157,18,83,1,17.1,22,2
168,34,90,2,12.7,18,2
189,8,95,4,19.5,19,1
248,14,97,4,5.4,22,3
188,6,82,3,10.9,21,1
111,18,81,2,8.5,18,1
140,18,86,2,17.9,17,1
253,40,73,2,2,22,4
170,21,89,1,16.1,15,2
132,12,68,2,6.5,20,1
160,18,100,4,9.5,20,1
227,25,84,3,10.4,17,3
140,2,80,3,11.7,22,1
148,40,75,4,13.5,15,4
169,24,78,3,3.4,22,3
233,26,100,3,9.3,15,2
184,26,94,2,16.4,19,2
221,30,73,5,11.4,18,1
165,18,98,3,9.4,22,3
215,17,98,2,5,20,1
138,22,79,1,13.5,18,1
187,24,88,4,12.6,20,2
137,9,82,1,10.3,21,1
109,27,99,4,6.2,20,3
162,21,76,1,17.1,20,1
131,23,83,4,7.9,19,1
219,36,83,3,11.9,19,2
167,19,70,3,11.7,16,3
185,23,100,2,0,17,1
289,36,80,5,9.8,15,4
185,14,87,3,6,21,2
213,23,70,2,5.9,16,2
240,26,85,1,15.3,18,1
127,7,85,2,19.9,16,1
162,40,76,2,5.9,18,5
102,1,85,1,16.3,19,1
196,10,83,3,18.3,15,1
198,33,97,2,4.5,15,3
222,30,100,3,14.7,15,3
149,8,77,3,14.2,20,1
204,28,87,4,0,20,3
111,28,82,3,19.2,19,2
123,15,87,1,17,21,1
140,40,82,3,12.7,18,3
184,5,87,3,11.1,19,1
108,20,78,1,15.3,15,2
147,28,84,3,16.2,15,4
181,28,97,4,2.2,21,2
219,21,93,3,8.2,15,2
101,11,86,1,7.8,18,1
102,18,87,2,11.5,18,2
126,23,80,1,9,16,2
239,30,91,4,4.5,21,3
191,30,75,3,14.9,16,3
207,13,98,3,8.3,21,1
147,15,56,2,6.7,17,1
203,13,85,2,1.8,18,2
118,11,92,2,0.6,19,1
111,24,67,1,10.3,18,1
115,16,84,1,4.8,16,1
120,39,74,3,20,21,4
133,18,78,2,2.5,20,3
237,25,97,3,13,22,2
158,19,85,3,11.4,21,1
226,18,68,3,7.2,15,1
102,13,71,1,11.5,21,1
124,26,90,1,9.5,16,1
125,17,85,2,2.4,16,1
204,15,100,3,11.6,20,1
191,13,100,2,15.4,16,1
149,13,79,2,1,17,1
243,26,100,5,6.5,17,4
165,30,84,1,0.3,22,2
172,7,75,2,5.6,22,1
197,19,80,4,16.5,17,2
175,21,63,2,6.7,22,1
189,4,100,2,14.9,21,1
227,16,100,4,9.4,19,1
161,12,74,2,10.5,17,1
134,9,80,2,18.7,22,1
240,27,89,3,13.4,19,3
181,19,76,2,0,18,1
156,13,67,1,9,21,3
121,19,79,2,11.5,18,1
110,30,77,1,1.4,17,2
190,36,82,3,11.8,18,3
183,3,87,3,10.4,18,1
133,21,95,3,5.4,21,1
139,15,79,3,12.4,15,2
346,35,97,3,11.9,17,4
208,19,93,3,20,21,2
100,14,85,2,15.6,17,1
186,22,79,3,14.7,16,1
202,17,87,2,8.9,16,1
124,7,86,1,13.6,18,2
214,19,76,3,0,16,1
234,27,100,1,14.7,15,1
152,23,96,2,3.1,17,3
113,22,74,1,9.5,15,1
116,10,82,1,6.5,17,1
198,24,92,2,5.9,19,2
214,32,82,4,20,20,3
232,35,92,4,9.4,17,3
190,20,87,2,11.2,20,2
190,19,71,3,15.6,20,1
145,19,87,3,7.9,21,1
199,11,75,2,0.9,15,1
161,17,92,1,20,18,1
129,23,75,2,13.2,16,3
183,26,83,2,16.3,16,2
289,27,100,2,8.4,21,2
125,17,86,3,12.2,21,3
121,8,71,2,13.7,15,1
182,27,75,3,6.4,16,1
102,13,74,2,2.4,18,1
172,17,88,3,0,16,1
144,14,86,2,14.1,19,2
162,18,76,3,19.4,22,1
118,11,70,2,7.7,17,1
113,20,83,2,2.4,21,3
235,21,86,4,5.2,21,1
229,39,100,1,1.2,19,4
282,40,91,4,10,17,4
188,13,100,2,13,22,1
152,18,72,2,9.6,21,1
158,12,68,3,11.8,19,1
140,14,72,1,7,16,1
203,40,97,2,4.7,16,4
101,11,96,1,5.4,18,1
185,24,78,2,7.3,19,3
154,23,79,2,8.9,21,2
161,9,72,4,6.1,17,1
129,8,64,4,20,20,1
110,3,87,1,9.6,17,1
149,9,85,3,10,16,1
120,0,81,3,9.5,16,1
219,28,74,3,9.9,21,3
243,40,100,2,7,16,3
208,24,82,2,12.6,20,1
167,6,89,2,4.3,19,1
197,16,72,2,7.3,17,1
164,15,82,1,9.3,19,1
272,18,93,3,12.5,21,1
175,27,87,1,5.8,17,1
145,25,84,2,9.2,17,3
118,4,85,1,14.5,21,1
192,28,75,3,10.1,22,3
220,37,89,2,6.3,18,4
119,32,82,2,7.8,16,4
150,40,85,3,7.8,19,3
206,14,87,4,9.2,19,1
203,40,74,1,4.4,16,3
144,14,70,2,4,19,1
165,13,63,2,6.3,18,1
226,27,95,3,12.4,19,3
100,8,88,1,16.2,21,1
237,28,96,2,12.1,21,3
224,12,90,3,0,21,1
360,33,76,4,6.5,17,4
189,32,75,3,0,16,5
182,20,86,3,10.5,16,1
200,23,87,3,11,22,1
198,26,84,3,10.1,18,2
234,35,92,3,9.8,22,3
183,5,85,3,13.8,20,1
212,28,88,1,15.5,19,3
148,15,77,4,7.7,17,1
257,28,99,1,3.7,15,3
282,38,87,2,0,17,1
184,10,72,2,12.1,22,1
163,9,76,3,11.9,17,1
153,0,80,1,14.2,19,1
108,9,90,2,4.9,15,1
148,29,82,3,6.1,18,2
187,20,83,4,14.3,22,2
158,6,71,2,14.8,19,1
140,12,90,2,5.5,22,1
260,13,83,2,7.1,16,3
260,17,89,3,5.2,22,1
245,29,100,2,13.7,15,1
239,14,93,2,18.9,16,1
175,30,69,3,14.4,15,1
160,18,67,3,6.6,16,1
111,15,80,3,0,22,1
132,14,70,2,12.6,22,1
191,28,92,3,0,19,2
107,21,80,3,6.5,20,2
145,20,84,1,17.4,15,1
244,31,82,2,8.1,21,3
148,15,99,2,5.8,18,1
181,25,100,3,20,19,3
203,19,83,2,6.4,15,1
135,16,85,3,4.4,21,1
118,12,82,4,8.6,21,1
139,13,80,2,10.7,16,1
196,15,78,3,10.6,17,2
114,19,70,3,11.8,20,2
101,25,69,1,16.8,15,3
173,30,88,3,13.5,21,2
174,8,79,3,12.1,20,1
113,26,56,1,10.1,19,2
172,17,88,1,12.9,16,1
127,21,81,2,14.9,19,2
205,14,99,3,5.8,16,1
201,23,90,2,7.8,22,1
102,16,66,4,13.5,19,1
139,3,61,2,7.8,15,1
140,22,75,1,12.7,20,4
134,28,76,2,10.1,15,2
154,16,92,3,5.2,20,1
189,33,85,3,12.9,15,3
161,17,94,3,16.1,21,2
194,29,73,2,10.5,21,2
123,0,90,4,17.5,16,1
127,38,88,3,11.9,18,3
117,28,62,3,12,21,4
144,15,95,3,20,21,2
237,7,89,4,6.6,19,1
159,21,87,2,11.1,22,1
231,11,80,2,3.3,22,1
127,20,93,3,9.4,18,1
140,20,71,4,6.6,18,2
174,11,92,1,3.9,22,1
156,28,91,3,10.9,18,2
282,36,82,3,8.8,17,3
133,25,100,2,18.5,20,2
236,25,90,3,3,20,3
136,4,88,3,11.1,22,1
164,28,69,3,15.2,19,4
118,12,100,2,6.8,17,2
267,15,79,4,20,19,1
142,29,92,2,12.5,17,2
190,40,76,3,5.2,21,1
148,17,77,4,12.5,21,1
204,40,94,1,13.3,19,3
147,18,92,3,12.4,15,1
211,19,75,1,19.9,18,2
130,10,92,3,6.8,21,1
149,32,93,2,10.9,20,1
187,14,76,1,11.2,21,1
174,26,99,3,11.4,16,1
225,19,74,3,9.4,22,1
292,25,86,2,5.4,18,2
150,27,87,1,10.5,22,3
264,24,82,3,16,21,3
141,13,85,1,7.4,21,2
136,27,84,1,7.8,20,1
134,31,80,2,9.4,20,2
167,25,92,2,4.6,19,2
172,13,82,3,9.9,16,2
176,15,87,4,4.3,18,1
116,15,92,2,3.4,21,1
121,18,88,2,7.6,19,3
136,7,89,4,14.2,21,1
112,21,70,1,11.3,22,3
185,21,90,4,3.5,22,2
222,8,79,4,17.1,18,1
141,8,70,3,12.3,19,1
150,13,82,4,12,17,2
220,23,79,3,13.9,20,1
120,32,88,2,6.1,21,2
167,21,92,3,8.1,17,1
191,13,67,4,13.4,15,2
198,24,78,4,6.6,16,3
233,21,74,3,10.2,20,1
150,21,78,2,14.8,21,1
198,27,90,3,13.4,22,2
185,31,83,3,7.6,17,2
118,15,75,3,5.8,19,2
220,38,99,2,12,18,5
204,30,64,3,6.9,15,2
135,10,94,1,2.3,22,2
163,39,78,3,16.5,18,2
197,24,85,2,7.9,18,3
144,10,77,3,6.1,16,2
120,30,96,1,11.1,18,1
191,40,74,4,3.5,16,2
219,23,87,3,0,19,2
111,10,85,1,8.9,18,2
118,13,66,3,11.8,18,1
151,24,74,2,5.2,18,3
154,29,82,3,5.9,19,3
174,25,76,2,20,17,1
223,25,80,1,9.5,17,2
126,29,78,1,12.5,19,3
180,17,91,2,7.9,15,1
177,29,81,4,10.9,15,2
191,18,96,3,10.2,21,2
103,18,70,4,15.2,16,1
134,15,70,4,6.7,19,1
208,22,100,2,1.2,21,1
244,22,82,3,13.6,20,2
196,34,73,2,16.9,22,2
118,8,64,2,10.5,22,1
166,12,94,1,10.2,15,1
112,34,77,2,4.7,16,4
160,27,81,1,16.4,21,3
179,0,83,2,12.7,22,1
121,10,91,4,20,18,1
142,0,81,2,3.3,21,1
109,6,100,2,9.4,22,1
220,0,88,4,11.9,18,1
165,18,94,3,16.8,15,1
134,6,89,3,16.7,20,1
229,25,87,2,7.3,16,3
268,13,85,3,14.6,16,1
225,25,91,2,8.9,20,3
170,15,89,3,0,17,2
366,40,91,2,9.7,20,3
124,28,83,3,15.4,15,2
114,22,92,1,8.7,17,2
239,22,100,4,15.6,19,2
159,36,91,2,1.4,22,4
100,0,97,1,3.6,16,1
165,6,78,3,10.9,20,1
222,23,94,4,14.1,17,2
145,38,95,2,12.5,16,4
203,20,78,3,11.2,19,1
174,18,80,1,8,17,1
102,1,96,1,5.4,20,1
176,28,75,4,15.3,19,2
133,25,69,2,5.3,22,3
268,35,100,1,5.8,16,4
115,9,92,1,13.2,16,1
116,8,85,1,16.2,20,1
115,3,80,2,10,18,1
165,20,80,2,15.5,16,1
212,13,89,3,4.3,18,1
130,5,97,2,16.2,19,1
238,21,91,4,6.5,21,1
186,16,100,3,10.3,15,1
154,13,75,3,13.1,19,1
192,25,85,4,10.3,21,3
138,17,78,2,4.9,21,1
240,22,78,2,15.4,20,2
212,24,85,4,11.7,18,1
152,9,87,2,14.1,20,1
124,16,86,2,10.7,15,1
216,24,100,2,13,18,2
131,2,86,2,19.5,16,1
109,23,91,3,16.1,21,3
153,10,84,3,1.8,21,1
231,25,100,4,8.1,20,2
149,28,100,3,9.2,18,3
152,26,88,3,11.7,15,2
121,15,72,2,10.8,18,2
103,10,75,2,13,20,3
222,32,90,4,6.8,17,2
111,20,85,2,10.2,17,1
177,14,91,3,15.9,19,1
197,14,90,2,8.4,21,3
175,1,84,2,20,19,1
156,19,77,2,8.1,15,2
367,35,100,3,15.1,18,4
185,31,100,3,10.4,22,1
186,24,95,1,16,16,3
107,26,85,2,10.7,20,2
343,27,100,4,5.2,15,2
128,26,78,1,2.8,20,2
164,14,79,2,18,21,1
208,29,79,3,4.6,15,2
143,4,81,3,9.7,15,1
181,22,81,2,12.2,20,2
112,0,92,3,6.8,22,1
169,17,79,2,11.2,19,1
175,24,77,3,6.3,15,1
116,10,99,2,15.7,22,1
189,11,81,3,13.1,18,1
159,26,85,2,5.3,15,2
154,17,87,2,2.6,16,2
322,27,83,3,8.6,15,1
242,26,100,3,20,19,3
132,40,88,4,11.5,19,1
210,33,100,3,9.4,16,3
146,28,76,1,11.5,22,3
172,23,85,2,8.3,15,2
218,25,87,3,12,22,3
136,0,84,1,6.1,15,1
236,19,74,2,15.3,20,1
127,11,82,3,4.2,15,2
198,5,72,2,1.8,19,1
117,4,84,3,15.3,22,1
198,4,66,4,14.4,15,1
170,19,66,2,7.9,19,1
181,28,92,2,16,19,4
199,32,81,2,12.2,18,3
115,18,71,1,5,17,2
137,8,94,2,6.6,22,1
155,0,86,2,0.1,19,1
199,6,94,3,8.8,17,1
144,6,81,4,13.4,18,1
258,18,100,4,8.8,22,2
206,21,81,3,10.4,17,1
202,13,100,1,10.4,17,1
143,20,82,3,10.4,21,1
153,16,67,4,15,21,1
235,25,93,1,7.9,16,2
242,36,92,4,16.5,16,3
156,7,73,2,13.8,20,1
153,22,74,2,10.8,17,3
143,17,82,3,20,19,3
209,19,90,4,5.7,15,1
286,37,68,4,19.3,15,2
101,21,90,2,7.4,18,3
285,20,87,2,15.4,19,1
134,15,69,2,12.5,20,1
116,17,90,3,8,17,1
123,13,81,2,0,22,1
124,21,93,2,9.9,16,1
159,21,88,5,20,15,3
164,35,84,3,5.2,17,2
127,2,80,3,11.7,15,1
216,22,91,1,9.2,16,1
157,10,79,2,7.3,16,1
152,23,75,2,20,20,1
246,11,95,2,9.2,19,1
133,19,80,4,12.5,17,4
206,17,87,4,3.4,17,1
274,21,100,3,5.2,18,1
157,5,82,4,18.5,18,1
211,18,87,3,3.1,22,2
342,40,89,5,5.9,16,5
176,20,88,3,17.9,21,1
150,23,86,3,10,19,3
260,40,98,4,3.8,17,3
186,23,80,4,16.1,19,3
171,14,80,3,3,22,2
203,26,94,3,17.4,16,1
128,11,84,3,14.5,16,1
233,20,79,2,14.2,18,1
176,6,97,3,2.9,20,1
186,29,69,2,12.4,18,2
103,10,87,1,16.7,17,1
108,16,68,2,8.4,19,2
231,15,100,4,6,16,1
174,24,70,3,6.6,18,1
127,9,92,2,11.9,19,2
116,13,80,4,9.3,22,2
243,33,85,2,12.6,16,4
156,25,85,1,1.6,19,2
109,14,86,1,4.8,20,1
182,4,76,1,4.4,15,1
207,40,79,3,5.6,15,3
194,37,92,2,7.1,18,2
164,25,67,3,16.5,15,2
151,11,77,4,7,21,1
153,17,100,1,9.6,16,1
146,12,73,3,3.8,18,1
245,37,100,3,5.1,19,3
248,28,83,2,6.4,17,3
183,13,90,4,18.5,21,2
174,15,90,2,10.4,21,2
282,39,100,3,11.7,22,5
126,30,79,4,9.2,15,2
195,35,100,3,11.9,15,1
120,22,75,3,12,21,2
105,12,82,3,8.4,18,1
221,0,90,2,11.7,16,1
177,23,74,4,9.3,15,1
112,14,78,2,18.4,19,1
102,15,81,2,15,16,2
228,25,84,3,6,15,1
132,4,100,2,16.7,20,1
210,28,79,3,3.2,20,3
110,20,91,2,5.7,15,1
169,25,92,2,11.4,21,4
203,31,86,3,0,19,2
147,23,74,2,3.9,21,1
158,15,76,2,15,15,2
175,19,79,3,6.2,22,1
224,25,70,3,9.1,21,3
186,22,76,3,13.8,16,1
217,32,73,2,15,17,3
103,20,93,3,5.7,17,1
128,35,87,2,13.5,15,1
197,40,93,2,10.3,18,4
142,18,88,1,15,16,2
165,0,85,3,13.9,22,1
107,25,94,2,11.4,17,1
207,17,81,3,7.6,22,1
199,14,87,4,20,18,1
200,18,93,2,9.6,22,2
180,16,72,1,13.7,17,1
223,29,100,3,2.3,18,2
192,7,86,3,0,22,2
108,4,82,2,12.5,15,2
135,19,94,4,19.2,20,3
127,21,90,1,9.9,21,2
242,31,89,4,10.3,22,2
291,22,93,4,0,18,4
165,10,69,3,1.6,15,2
147,13,77,1,5.9,20,2
236,27,93,4,12.3,21,2
228,38,92,2,5.9,18,2
112,0,92,2,9.3,21,1
308,29,92,3,7.3,18,2
226,12,74,3,17.4,22,1
100,0,90,3,5.4,21,1
278,37,100,4,8.3,21,4
166,24,92,3,10.6,18,1
193,25,84,3,12.9,21,2
190,29,95,3,13.9,16,4
216,19,100,2,7.9,17,4
192,17,87,2,18.7,21,1
190,40,73,3,5.8,21,3
164,17,78,3,15.5,21,1
225,30,93,3,20,18,2
186,21,70,2,0.5,15,2
174,3,86,3,14.4,18,1
104,0,84,1,14.4,22,1
266,22,100,4,3.2,16,1
244,35,100,3,0,22,4
203,29,94,4,17.5,22,3
110,23,60,1,15.6,16,2
120,6,90,4,15.1,20,2
125,30,88,2,5.7,21,3
159,10,86,2,1.8,22,3
170,21,68,3,15.6,16,3
104,14,73,1,3.5,18,1
103,12,69,2,14.4,18,2
183,32,66,2,8.2,18,4
192,15,85,2,16.3,21,1
247,13,81,3,9.8,17,1
145,17,100,1,10.9,18,1
226,20,86,2,11,19,2
214,40,99,1,7.6,22,5
100,20,65,2,15.9,21,1
123,12,76,3,15.1,16,1
162,9,84,2,7.9,18,1
197,4,77,2,2.9,21,1
123,6,77,2,10.7,20,1
166,20,82,2,7.5,17,2
148,30,80,4,6.4,15,2
122,25,99,2,6.3,21,3
194,23,89,3,14.6,22,3
240,22,93,4,13.2,16,4
359,37,100,5,11.5,18,5
156,13,89,3,0.3,18,1
